FY&Q,Discrepancy 1 - SW Comment,Discrepancy 2 - SW Comment,Discrepancy 3 - SW Comment,Comment 1 - Count,Comment 2 - Count,Comment 3 - Count,Total Comments,No Payment Under Client Mapping - Comment Count,SW Mapping Didn't Classify Line - Comment Count,Additional Hours: LEAVE LOADING 17.5% - Under Payment Count - Discrep 1,Vehicle Allowance as OTE - Under Payment Count - Discrep 1,MV ALLOWANCE GC as OTE - Under Payment Count - Discrep 1,Leave Loading - Under Payment Count - Discrep 1,LEAVE LOADING 17.5% - Under Payment Count - Discrep 1,Ordinary - Under Payment Count - Discrep 1,ANNUAL LEAVE LOADING - Under Payment Count - Discrep 1,Staff Training Day - Under Payment Count - Discrep 1,Additional Hours: LEAVE LOADING 17.5% - Over Payment Count - Discrep 1,Vehicle Allowance as OTE - Over Payment Count - Discrep 1,MV ALLOWANCE GC as OTE - Over Payment Count - Discrep 1,Leave Loading - Over Payment Count - Discrep 1,LEAVE LOADING 17.5% - Over Payment Count - Discrep 1,Ordinary - Over Payment Count - Discrep 1,ANNUAL LEAVE LOADING - Over Payment Count - Discrep 1,Staff Training Day - Over Payment Count - Discrep 1,Under Payment Count - Discrep 2,Over Payment Count - Discrep 2,No Super Count - Discrep 2,Client Mapping No Pay Count - Discrep 2,Refer to Discrepancy 1 Count - Discrep 3,Mapping and Payroll issue Count - Discrep 3,Refer to Discrepancy 2 Count - Discrep 3,Comment 3 - in Depth,Under Payment Count - Discrep 3 in Depth,Over Payment Count - Discrep 3 in Depth,No Super Count - Discrep 3 in Depth,Client Mapping No Pay Count - Discrep 3 in Depth
2024_Q3,"No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING             | Overpayment, SW Mapping didn't classify 73215_O Description: Backpay as OTE   | No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING          No payment under Client Mapping 73215_N Description: Staff Training Day     | No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING                 | No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING",Overpayment under pay run number: 73215,Mapping and Payroll issue with pay run: 73215 refer to Discrepancy 1 and 2 for more details,5,1,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 73215 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74130_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74130 | No Super was paid under pay run number: 74245 | No Super was paid under pay run number: 74595 | No Super was paid under pay run number: 74741 | No Super was paid under pay run number: 74859 | No Super was paid under pay run number: 74998 | No Super was paid under pay run number: 75169 | No Super was paid under pay run number: 75636 | No Super was paid under pay run number: 75782 | No Super was paid under pay run number: 75935,Mapping and Payroll issue with pay run: 74130 refer to Discrepancy 1 and 2 for more details,1,10,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,Mapping and Payroll issue with pay run: 74130 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74214_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74214 | No Super was paid under pay run number: 74282 | No Super was paid under pay run number: 74484 | No Super was paid under pay run number: 74635 | No Super was paid under pay run number: 74775 | No Super was paid under pay run number: 75201 | No Super was paid under pay run number: 75670 | No Super was paid under pay run number: 75976,Mapping and Payroll issue with pay run: 74214 refer to Discrepancy 1 and 2 for more details,1,8,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,Mapping and Payroll issue with pay run: 74214 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74270_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74213 | No Super was paid under pay run number: 74270 | No Super was paid under pay run number: 74623 | No Super was paid under pay run number: 74825 | No Super was paid under pay run number: 75964,Mapping and Payroll issue with pay run: 74213 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 74213 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74157_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74157 | No Super was paid under pay run number: 74280 | No Super was paid under pay run number: 74633 | No Super was paid under pay run number: 74773 | No Super was paid under pay run number: 74891 | No Super was paid under pay run number: 75026 | No Super was paid under pay run number: 75199 | No Super was paid under pay run number: 75340 | No Super was paid under pay run number: 75517 | No Super was paid under pay run number: 75668 | No Super was paid under pay run number: 75812 | No Super was paid under pay run number: 75974,Mapping and Payroll issue with pay run: 74157 refer to Discrepancy 1 and 2 for more details,1,12,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,Mapping and Payroll issue with pay run: 74157 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74173_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74173 | No Super was paid under pay run number: 74300 | No Super was paid under pay run number: 74504 | No Super was paid under pay run number: 74659 | No Super was paid under pay run number: 75360 | No Super was paid under pay run number: 76000,Mapping and Payroll issue with pay run: 74173 refer to Discrepancy 1 and 2 for more details,1,6,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,Mapping and Payroll issue with pay run: 74173 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74271_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 74271_N Description: Additional Hours,0,0,0,1
2024_Q3,No payment under Client Mapping 74174_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74174 | No Super was paid under pay run number: 74301 | No Super was paid under pay run number: 74660 | No Super was paid under pay run number: 74794 | No Super was paid under pay run number: 74913 | No Super was paid under pay run number: 75047 | No Super was paid under pay run number: 75361 | No Super was paid under pay run number: 75538 | No Super was paid under pay run number: 75689,Mapping and Payroll issue with pay run: 74174 refer to Discrepancy 1 and 2 for more details,1,9,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,Mapping and Payroll issue with pay run: 74174 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74304_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74233 | No Super was paid under pay run number: 74304 | No Super was paid under pay run number: 74661 | No Super was paid under pay run number: 75221 | No Super was paid under pay run number: 76002,Mapping and Payroll issue with pay run: 74233 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 74233 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,"No payment under Client Mapping 74204_A Description: ANNUAL LEAVE LOADING    Overpayment, SW Mapping didn't classify 74204_A Description: Vehicle Allowance as OTE",Overpayment under pay run number: 74204 | No Super was paid under pay run number: 74330 | No Super was paid under pay run number: 74593 | No Super was paid under pay run number: 74996 | No Super was paid under pay run number: 75933,Mapping and Payroll issue with pay run: 74204 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 74204 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 75310_N Description: Staff Training Day,Client Mapping didn't make payment under pay run number: 74129 | No Super was paid under pay run number: 74244 | No Super was paid under pay run number: 74594 | No Super was paid under pay run number: 75168 | No Super was paid under pay run number: 75310 | No Super was paid under pay run number: 75487 | No Super was paid under pay run number: 75934,Mapping and Payroll issue with pay run: 74129 refer to Discrepancy 1 and 2 for more details,1,7,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,Mapping and Payroll issue with pay run: 74129 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74205_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74205 | No Super was paid under pay run number: 74598 | No Super was paid under pay run number: 75938,Mapping and Payroll issue with pay run: 74205 refer to Discrepancy 1 and 2 for more details,1,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Mapping and Payroll issue with pay run: 74205 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74190_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 74190_N Description: Additional Hours,0,0,0,1
2024_Q3,No payment under Client Mapping 74223_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74223 | No Super was paid under pay run number: 74366 | No Super was paid under pay run number: 74656 | No Super was paid under pay run number: 74790 | No Super was paid under pay run number: 75216 | No Super was paid under pay run number: 75357 | No Super was paid under pay run number: 75830 | No Super was paid under pay run number: 75997,Mapping and Payroll issue with pay run: 74223 refer to Discrepancy 1 and 2 for more details,1,8,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,Mapping and Payroll issue with pay run: 74223 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74132_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 74132_N Description: Additional Hours,0,0,0,1
2024_Q3,No payment under Client Mapping 74206_A Description: ANNUAL LEAVE LOADING         | No payment under Client Mapping 75939_N Description: Additional Hours     | No payment under Client Mapping 75939_N Description: Additional Hours     | No payment under Client Mapping 75939_N Description: Additional Hours      No payment under Client Mapping 75939_N Description: Additional Hours,Overpayment under pay run number: 74206 | No Super was paid under pay run number: 74249 | No Super was paid under pay run number: 74599 | No Super was paid under pay run number: 75639 | No Super was paid under pay run number: 75939,Mapping and Payroll issue with pay run: 74206 refer to Discrepancy 1 and 2 for more details,4,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 74206 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74158_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 74158_N Description: Additional Hours,0,0,0,1
2024_Q3,No payment under Client Mapping 74189_A Description: ANNUAL LEAVE LOADING       | No payment under Client Mapping 74814_N Description: Staff Training Day,Overpayment under pay run number: 74189 | No Super was paid under pay run number: 74526 | No Super was paid under pay run number: 74684 | No Super was paid under pay run number: 74814 | No Super was paid under pay run number: 75381 | No Super was paid under pay run number: 76024,Mapping and Payroll issue with pay run: 74189 refer to Discrepancy 1 and 2 for more details,2,6,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,Mapping and Payroll issue with pay run: 74189 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No Discrepancy / Immaterial,Underpayment within pay run number: 10076,Mapping and Payroll issue with pay run: 10076 refer to Discrepancy 1 and 2 for more details,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 10076 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74147_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 74147_N Description: Additional Hours,0,0,0,1
2024_Q3,No payment under Client Mapping 74252_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 74252_N Description: Additional Hours,0,0,0,1
2024_Q3,No payment under Client Mapping 75787_N Description: Long Service Leave   | No payment under Client Mapping 77526_N Description: Additional Hours,Overpayment under pay run number: 74134 | No Super was paid under pay run number: 74457 | No Super was paid under pay run number: 74746 | No Super was paid under pay run number: 75787 | No Super was paid under pay run number: 75942 | No Super was paid under pay run number: 77526,Mapping and Payroll issue with pay run: 74134 refer to Discrepancy 1 and 2 for more details,2,6,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,Mapping and Payroll issue with pay run: 74134 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74183_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74183 | No Super was paid under pay run number: 74314 | No Super was paid under pay run number: 74677 | No Super was paid under pay run number: 74807 | No Super was paid under pay run number: 74926 | No Super was paid under pay run number: 75061 | No Super was paid under pay run number: 75234 | No Super was paid under pay run number: 75374 | No Super was paid under pay run number: 75552 | No Super was paid under pay run number: 75702 | No Super was paid under pay run number: 75847 | No Super was paid under pay run number: 76017,Mapping and Payroll issue with pay run: 74183 refer to Discrepancy 1 and 2 for more details,1,12,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,Mapping and Payroll issue with pay run: 74183 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74221_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 74221 | No Super was paid under pay run number: 74296 | No Super was paid under pay run number: 74653 | No Super was paid under pay run number: 75994,Mapping and Payroll issue with pay run: 74221 refer to Discrepancy 1 and 2 for more details,1,4,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 74221 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 77641_N Description: Additional Hours         | No payment under Client Mapping 77641_N Description: Additional Hours | No payment under Client Mapping 77641_A Description: ANNUAL LEAVE LOADING      No payment under Client Mapping 77641_N Description: Additional Hours | No payment under Client Mapping 77641_A Description: ANNUAL LEAVE LOADING    No payment under Client Mapping 77641_N Description: Additional Hours,Client Mapping didn't make payment under pay run number: 74232 | No Super was paid under pay run number: 74365 | No Super was paid under pay run number: 74654 | No Super was paid under pay run number: 74908 | No Super was paid under pay run number: 75995 | No Super was paid under pay run number: 77641,Mapping and Payroll issue with pay run: 74232 refer to Discrepancy 1 and 2 for more details,4,6,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,Mapping and Payroll issue with pay run: 74232 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q3,No payment under Client Mapping 74146_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 74146_N Description: Additional Hours,0,0,0,1
2024_Q4,No payment under Client Mapping 76362_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 76362_N Description: Additional Hours,0,0,0,1
2024_Q4,No payment under Client Mapping 76130_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 76130 | No Super was paid under pay run number: 76229 | No Super was paid under pay run number: 76360 | No Super was paid under pay run number: 76531 | No Super was paid under pay run number: 76620 | No Super was paid under pay run number: 76754 | No Super was paid under pay run number: 76846 | No Super was paid under pay run number: 77014 | No Super was paid under pay run number: 77154 | No Super was paid under pay run number: 77272 | No Super was paid under pay run number: 77437 | No Super was paid under pay run number: 77588,Mapping and Payroll issue with pay run: 76130 refer to Discrepancy 1 and 2 for more details,1,12,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,Mapping and Payroll issue with pay run: 76130 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76234_N Description: Additional Hours,Underpayment within pay run number: 76134 | No Super was paid under pay run number: 76234,Mapping and Payroll issue with pay run: 76134 refer to Discrepancy 1 and 2 for more details,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Mapping and Payroll issue with pay run: 76134 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76762_N Description: Staff Training Day,Overpayment under pay run number: 76137 | No Super was paid under pay run number: 76237 | No Super was paid under pay run number: 76539 | No Super was paid under pay run number: 76762,Mapping and Payroll issue with pay run: 76137 refer to Discrepancy 1 and 2 for more details,1,4,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 76137 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76129_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 76129_N Description: Additional Hours,0,0,0,1
2024_Q4,No payment under Client Mapping 76623_N Description: Additional Hours,Underpayment within pay run number: 76132 | No Super was paid under pay run number: 76623 | No Super was paid under pay run number: 77157,Mapping and Payroll issue with pay run: 76132 refer to Discrepancy 1 and 2 for more details,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,Mapping and Payroll issue with pay run: 76132 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76131_A Description: ANNUAL LEAVE LOADING,Client Mapping didn't make payment under pay run number: 76131 | No Super was paid under pay run number: 76230 | No Super was paid under pay run number: 76361 | No Super was paid under pay run number: 76532 | No Super was paid under pay run number: 76621 | No Super was paid under pay run number: 76755 | No Super was paid under pay run number: 76847 | No Super was paid under pay run number: 77015 | No Super was paid under pay run number: 77155 | No Super was paid under pay run number: 77273 | No Super was paid under pay run number: 77438 | No Super was paid under pay run number: 77589,Mapping and Payroll issue with pay run: 76131 refer to Discrepancy 1 and 2 for more details,1,12,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,Mapping and Payroll issue with pay run: 76131 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 77593_N Description: Additional Hours  No payment under Client Mapping 77593_N Description: Additional Hours,Overpayment under pay run number: 76135 | No Super was paid under pay run number: 77442 | No Super was paid under pay run number: 77593,Mapping and Payroll issue with pay run: 76135 refer to Discrepancy 1 and 2 for more details,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Mapping and Payroll issue with pay run: 76135 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No Discrepancy / Immaterial,Overpayment under pay run number: 76040 | No Super was paid under pay run number: 76433 | No Super was paid under pay run number: 76662,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 76040,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Overpayment under pay run number: 76040 | No Super was paid under pay run number: 76433 | No Super was paid under pay run number: 76662,0,1,1,0
2024_Q4,"No payment under Client Mapping 76127_N Description: Additional Hours     | No payment under Client Mapping 76529_A Description: ANNUAL LEAVE LOADING   | Overpayment, SW Mapping didn't classify 76618_N Description: Workers Comp Excess as OTE",Overpayment under pay run number: 76127 | No Super was paid under pay run number: 76529 | No Super was paid under pay run number: 76618 | No Super was paid under pay run number: 76751,Mapping and Payroll issue with pay run: 76127 refer to Discrepancy 1 and 2 for more details,3,4,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 76127 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76302_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 76060 | No Super was paid under pay run number: 76167 | No Super was paid under pay run number: 76302 | No Super was paid under pay run number: 76474 | No Super was paid under pay run number: 76560 | No Super was paid under pay run number: 76682 | No Super was paid under pay run number: 76787 | No Super was paid under pay run number: 76956 | No Super was paid under pay run number: 77099 | No Super was paid under pay run number: 77214 | No Super was paid under pay run number: 77382 | No Super was paid under pay run number: 77527,Mapping and Payroll issue with pay run: 76060 refer to Discrepancy 1 and 2 for more details,1,12,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,Mapping and Payroll issue with pay run: 76060 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 77529_N Description: Additional Hours  No payment under Client Mapping 77529_N Description: Additional Hours  No payment under Client Mapping 77529_N Description: Additional Hours  No payment under Client Mapping 77529_N Description: Additional Hours,Underpayment within pay run number: 76061 | No Super was paid under pay run number: 77529,Mapping and Payroll issue with pay run: 76061 refer to Discrepancy 1 and 2 for more details,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Mapping and Payroll issue with pay run: 76061 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76063_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 76063_N Description: Additional Hours,0,0,0,1
2024_Q4,No payment under Client Mapping 76064_N Description: Additional Hours    No payment under Client Mapping 76478_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 76064 | No Super was paid under pay run number: 76171 | No Super was paid under pay run number: 76478 | No Super was paid under pay run number: 76686,Mapping and Payroll issue with pay run: 76064 refer to Discrepancy 1 and 2 for more details,1,4,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 76064 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76479_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 76065 | No Super was paid under pay run number: 76307 | No Super was paid under pay run number: 76479 | No Super was paid under pay run number: 76565 | No Super was paid under pay run number: 76687 | No Super was paid under pay run number: 76792 | No Super was paid under pay run number: 77104 | No Super was paid under pay run number: 77219 | No Super was paid under pay run number: 77387 | No Super was paid under pay run number: 77533,Mapping and Payroll issue with pay run: 76065 refer to Discrepancy 1 and 2 for more details,1,10,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,Mapping and Payroll issue with pay run: 76065 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76308_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 76066 | No Super was paid under pay run number: 76308 | No Super was paid under pay run number: 76480 | No Super was paid under pay run number: 76688,Mapping and Payroll issue with pay run: 76066 refer to Discrepancy 1 and 2 for more details,1,4,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 76066 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,"No payment under Client Mapping 76039_N Description: Additional Hours     | Overpayment, SW Mapping didn't classify 77514_O Description: Backpay as OTE",No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"No payment under Client Mapping 76039_N Description: Additional Hours     | Overpayment, SW Mapping didn't classify 77514_O Description: Backpay as OTE",0,1,0,1
2024_Q4,No payment under Client Mapping 76067_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 76067_N Description: Additional Hours,0,0,0,1
2024_Q4,No payment under Client Mapping 76069_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 76069_N Description: Additional Hours,0,0,0,1
2024_Q4,"Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE    No payment under Client Mapping 77538_A Description: ANNUAL LEAVE LOADING | Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE    Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE    Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE",Overpayment under pay run number: 76070 | No Super was paid under pay run number: 76312 | No Super was paid under pay run number: 76484 | No Super was paid under pay run number: 76570 | No Super was paid under pay run number: 76692 | No Super was paid under pay run number: 76797 | No Super was paid under pay run number: 76966 | No Super was paid under pay run number: 77109 | No Super was paid under pay run number: 77224 | No Super was paid under pay run number: 77392 | No Super was paid under pay run number: 77538,Mapping and Payroll issue with pay run: 76070 refer to Discrepancy 1 and 2 for more details,2,11,1,14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0,Mapping and Payroll issue with pay run: 76070 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 76178_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 76072 | No Super was paid under pay run number: 76178 | No Super was paid under pay run number: 76485 | No Super was paid under pay run number: 76571 | No Super was paid under pay run number: 76694,Mapping and Payroll issue with pay run: 76072 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 76072 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q4,No payment under Client Mapping 77539_N Description: Additional Hours        No payment under Client Mapping 77539_N Description: Additional Hours   | No payment under Client Mapping 77539_A Description: ANNUAL LEAVE LOADING    No payment under Client Mapping 77539_N Description: Additional Hours   | No payment under Client Mapping 77539_A Description: ANNUAL LEAVE LOADING     | No payment under Client Mapping 77539_N Description: Additional Hours    No payment under Client Mapping 77539_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 76073 | No Super was paid under pay run number: 76444 | No Super was paid under pay run number: 76695 | No Super was paid under pay run number: 77539,Mapping and Payroll issue with pay run: 76073 refer to Discrepancy 1 and 2 for more details,4,4,1,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 76073 refer to Discrepancy 1 and 2 for more details,0,0,0,0
